,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,id,Type,sample_information
0,0.10822790078880641,0.27501599625700907,-0.23678721266822716,0.005896697482036042,0.02648176369287214,0.2108035597448144,-0.1307361284384308,-0.14415161694093764,0.01846856392231923,-0.04713431214627179,0.03672475032506382,0.07138646964459827,0.003178811209037943,0.05041523151554369,0.07765176425532017,0.06457180512624296,-0.043787961269830124,-0.0007673586819282916,0.00010054058551982925,-0.019271079846149168,0.036559525706377854,-0.04198382855458607,0.05049170444059969,0.04176966205269985,-0.031418648979406626,0.021475452674312435,-0.030188102757174668,-0.04310010666509036,0.12531763180331973,0.01057710421694451,-0.14223650624026676,0.04239852168553703,0.039405043584829484,0.08754528466179956,-0.006216153764911839,-0.01420219675520821,0.02964908130929515,-0.05197263691827808,0.008038722900859205,-0.0016950383774400417,0.09680935224011289,0.017341372795175804,-0.06038714954520248,0.14095417981049693,0.057708045899597625,0.03122365302774861,0.001511940697587664,-0.0,s20011_0001,H,K1
1,-0.15372170070927016,-0.013287247488182916,0.25530673715470725,0.07438231247467822,-0.11654620492704305,0.16827891651705792,0.09663294199533998,0.1320397983755372,-0.1217087331967743,0.0518598176143661,-0.041153950157044726,0.15064513589755882,0.362408343953737,0.11799147988073425,0.023275546466788376,-0.008547097254027034,0.05762689236084141,0.015925111924263484,-0.1306593855435464,0.07129829251939405,0.033994495513840754,-0.019592432769298278,-0.07598780384271327,-0.010202281943579137,-0.002844392568529455,0.10033171605552221,-0.053945428392701174,-0.02947870832847081,0.034965942586232826,-0.008828560373209426,-0.08896492986447314,-0.01452354563642822,-0.08812752172701944,-0.06721938272532474,-0.03144371751962868,0.07052381388308401,-0.0008903753307459486,0.010719948926380044,-0.034780232887219355,0.046713930737770415,0.014648784442863967,-0.04700001360701775,0.014543984409515497,-0.008544410320950458,0.01246248865721935,0.016130361370640223,-0.00016047411808020406,-0.0,s20011_0002,T3cDM,PDM1
2,0.01693347464777677,0.13314558487044148,-0.019239401088205408,-0.13348079237331406,0.034597760588107464,-0.04056109611757132,0.2689764382685166,0.011510920375056957,0.017494177253204696,-0.030156854638133213,-0.12942997998899466,-0.041880164316630455,-0.08852124287255568,0.061594423445023715,-0.013115030926379853,-0.09822750353837455,-0.1272512514691725,-0.11047260996976516,-0.08200760677120554,-0.0017963809615650999,0.08828585599409838,-0.08244661904965604,0.053337888406425865,0.12426117909841097,-0.027798394445000058,-0.016769979702067152,0.0435175000052082,-0.0172081533717628,0.08203371786085993,0.0075985710058489135,0.0029663378631661725,0.03850482816898405,0.05650530566434652,0.11890153968976919,-0.009356062222247405,0.09619940254087833,-0.09141462207925533,0.017824755984283146,0.03194846886226234,0.09803805513896603,-0.0530700067039261,-0.12430611135161065,-0.021180206104094785,-0.03420670054789309,-0.019890566263810514,-0.006774973654959478,0.002222111858565784,-0.0,s20011_0003,T3cDM,PDM13
3,-0.008263385871249486,-0.0750179193036102,-0.03985075115727937,-0.024455327102051776,0.011909065307222199,0.012420309455217046,0.021228340162001518,0.23707378062939236,0.08322055678612397,-0.07098569403983669,0.40491829915325184,0.07284722327623287,-0.09989785739847902,0.039617146023985035,0.14201222055174473,-0.13652191466660016,0.14531122112791983,-0.053467335352628174,-0.01851540141951391,-0.018857564568647338,0.09247383903905047,-0.11978043544246306,-0.12667208147405004,0.07537342804804519,0.030219592471290132,-0.06673971424573404,0.008044552535738752,-0.06603607576959974,-0.04381270591593374,0.01301244649272505,-0.023651721785190392,0.023592587734252938,-0.0038168397819453464,0.02643454663166271,-0.041454732340347925,-0.024044853398321478,0.012507537153778406,0.02591099410718984,0.005474985076982488,-0.020741524560269325,-0.038359158178522396,0.0039172880052948545,0.034785448360002955,0.02710746574487344,-0.025194419764493516,0.0052047226749612225,-0.008744299457211066,-0.0,s20011_0004,T1DM,DM1
4,-0.1565259654765998,-0.1448372621481978,-0.015428011803858733,-0.02729370613985643,0.1231338554903766,-0.13125866155776772,-0.06450639093703618,-0.01976425809745721,-0.05777826822532453,0.15303061660175032,-0.11901992415412768,0.17772934951033484,-0.04497287322689031,-0.02502767681433494,0.04163310845421265,-0.08199335071329492,-0.0118480184155831,-0.016766004737937854,0.06168101588687054,-0.10821110622093097,-0.11249100859268937,-0.03063702972155026,-0.0036095447720590557,-0.10030073013940476,0.07696102081542162,0.04301144338124012,0.15229872807272984,-0.19677799490261444,-0.09521409549494769,-0.11850805293163057,-0.07367662226579824,0.02723115500174848,-0.017410323975132713,0.07081810905432089,0.05911486829949481,0.012947336568416734,-0.03686982150980204,0.08085782326530531,-0.05031582293701051,0.008197841443244593,0.03981174305560033,-0.0009934814222395312,-0.020790867515051086,0.01204034881940327,-0.0010378235555829347,-0.007418459583347667,-0.0030362407182645303,-0.0,s20011_0005,T1DM,DM13
5,-0.09528400464577218,0.09535733365652217,-0.15824600560435684,-0.061203229229739926,-0.099836112356708,-0.15186772177112234,0.03905900014368567,0.08220883751941364,0.07540476778875588,-0.023653164744604303,0.07654411851637893,0.020571763494798483,-0.038415602390348164,-0.11456758412975424,0.005370053300598452,0.14801960011861964,-0.1414561207999516,0.027617290421895712,-0.027601949025205547,0.06081892841838946,-0.02810622395141721,0.021845540822445747,-0.09188609497036508,-0.13468520620988692,0.036824201147806136,0.056639060954425405,-0.04148196047684411,-0.06414718651296307,0.04808078330897501,0.094112593140397,0.0725894477188228,0.14752436834024377,-0.09894259198140563,-0.021774408738951066,0.05074095616019146,0.10951461018494828,-0.10113078202485372,-0.054058084602050555,0.050206449542447386,0.024741356201723894,0.04525034261525441,0.049764060609152935,0.06548032081894238,0.03329575046428819,-0.04039967520799542,-0.012185120355267878,0.0006165516831831661,-0.0,s20011_0006,H,K2
6,-0.007972604273902575,0.2608268562628575,-0.1236194591349828,0.021973871698962553,-0.31547911430884945,-0.060122854316492065,0.0198064499082154,-0.023366270310008323,0.017819279270784832,-0.007048875515492163,0.0951926315171383,-0.047190742736349975,0.009884948251611535,0.004358253683032026,0.1637703921997928,0.05337993967577407,0.09652523979784625,0.05835014589526412,0.08366684829241176,-0.034052305359496014,-0.032020588659338683,0.08187036153507292,0.0959502859361956,-0.10208067070173964,-0.04077812263118237,0.15508320701164785,-0.0625392699657142,-0.09122950643929338,-0.07620730926934957,-0.08497037793899179,0.012418112209170318,-0.032020306200167714,0.12213630701923377,-0.042695624808509816,-0.009103341428123036,-0.021495493993329562,0.011100987680145445,-0.007720007126493034,0.10777196340254223,0.04318950051696475,-0.06734789012800683,-0.0839359181018265,-0.015323436150812888,-0.024760956321252116,0.011319401473357546,-0.012805195803881295,0.001322882108084254,-0.0,s20011_0007,T3cDM,PDM2
7,-0.11798141080850241,0.14851845314062034,0.028952384097983133,0.008762205277586735,-0.3281336258540993,-0.07736264788980834,0.08635633428070646,-0.12513890062101088,-0.01282886602176808,0.19212188278988596,-0.006822780298631194,0.0020445188128358507,-0.005634765432379778,0.11756428136525907,-0.102042804653251,-0.025222819076111812,0.09112991634336083,-0.05819287873545394,0.10510353081801013,-0.10759094866783907,0.043843670570849695,0.029518996401282378,-0.02717332111811507,0.035358905759222896,0.11042093754236364,-0.11167908891457969,0.003170557325659093,-0.04020541298470279,0.12461449818673176,0.11795971666971387,-0.01770946565384969,-0.021646424293405873,0.06332693107699203,-0.04871719375066738,-0.03724328095186516,-0.06382292851761799,-0.040683934897296575,0.04515453426295986,0.019288485482140485,-0.03409529768889702,0.11581298606023112,0.024109690613397294,0.03042569370572041,-0.053873094010153395,-0.021870228615156348,-0.019987512217948582,-0.002208522296777986,-0.0,s20011_0008,T3cDM,PDM14
8,-0.06438387575197681,0.05925156290669529,-0.11156397522803055,0.010733194504291806,0.15362732069365373,0.02082358118638841,0.017987892849532866,0.05276143543111312,0.024964160882645508,-0.07203879292024849,-0.06555127672621926,-0.09929342832407632,-0.026123407442222784,0.0330457206928335,-0.05406275381006663,-0.2501916390535464,0.07958529257747782,-0.0703486962057034,0.0293345650573563,-0.021956102707728603,-0.1032295653018739,0.16742123951927035,-0.044512638772614264,-0.008806568539634015,-0.12495147367183164,0.19129214932762523,-0.054289027111173414,0.03190130177788835,0.01450065146569032,0.10890785134604931,-0.05785085836212742,-0.0057787666274028366,-0.09047399008441852,0.06270781408174725,-0.023402296137587413,-0.06437177936172288,-0.07222310942323391,0.05656024225060283,0.057607925273989787,-0.045857423622476995,-0.001882804771973066,0.048371821053277975,0.003816092749949892,-0.01603357235248142,0.009258910158229426,0.03727712569762383,-0.0017158697449541596,-0.0,s20011_0009,T1DM,DM2
9,0.04658430962489808,0.09586713678937249,-0.304770193851144,0.03920182949110269,0.12916385610981862,0.18604672913316175,-0.12533040197917072,0.07098851535328975,0.18305174397711682,0.1270937002917185,0.05759337986711781,0.010992518636302644,0.09781128658444432,-0.04944199031330137,-0.16155855628133683,0.03175739414309263,0.019788601444417287,-0.009666606017166667,0.10062450729006299,0.030931988891208108,0.004337550640050739,-0.11809865749659108,0.14869376068380305,0.08208094285348147,-0.04006158870904375,0.06745435556068445,-0.01169313117441494,0.06605111162397322,-0.08795130098116045,-0.0015963932233404481,0.05516736979859536,0.01913335242407874,0.03303980305821905,-0.08661478408524709,-0.030700000318365006,0.03255258956292651,-0.06827963536809573,0.1400663880363156,-0.05286482119925484,0.03883874122101818,0.02981090826485269,-0.009748988171972102,0.04282729367436755,0.017689390489944938,-0.022428925251339715,-0.033175353202476165,0.003937400292433022,-0.0,s20011_0010,T1DM,DM14
